Name	SW620_LARGE_INTESTINE	NCIH23_LUNG	KM12_LARGE_INTESTINE	U251MG_CENTRAL_NERVOUS_SYSTEM	SF268_CENTRAL_NERVOUS_SYSTEM	NCIH522_LUNG	K562_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	DU145_PROSTATE	SKMEL28_SKIN	NCIH460_LUNG	PC3_PROSTATE	MDAMB231_BREAST	NIHOVCAR3_OVARY	UACC257_SKIN	OVCAR5_OVARY	HCT15_LARGE_INTESTINE	HOP62_LUNG	MDAMB435S_SKIN	HCT116_LARGE_INTESTINE	OVCAR8_OVARY	A549_LUNG	HOP92_LUNG	NCIH226_LUNG	OVCAR4_OVARY	HT29_LARGE_INTESTINE	LOXIMVI_SKIN	EKVX_LUNG	MCF7_BREAST	ACHN_KIDNEY	BT549_BREAST	HL60_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	SF539_CENTRAL_NERVOUS_SYSTEM	UO31_KIDNEY	SF295_CENTRAL_NERVOUS_SYSTEM	RPMI8226_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	UACC62_SKIN	MALME3M_SKIN	MDAMB468_BREAST	SKMEL5_SKIN	HS578T_BREAST	IGROV1_OVARY	TK10	T47D_BREAST	SNB75_CENTRAL_NERVOUS_SYSTEM	SKOV3_OVARY	A498_KIDNEY
C40:6 PC	11786819.0		27107679.0	29981033.0	50361409.0	19722324.0	11549612.0			29883494.0	29121422.0	36792403.0	47131088.0	6971720.0	31214650.0	12845227.0	34377405.0	29442325.0	18899777.0		19130728.0	33110484.0			12367567.0	19117221.0	23904228.0	18705219.0	20580014.0		15910393.0	17588481.0	29112131.0	29576930.0	37695247.0	12940352.0	50765290.0	30554184.0	22462121.0	22135480.0	23959175.0	10350118.0	8396491.0	29415017.0	13742062.0	27518072.0
C14:0 SM	79779793.0	98518624.0	75378052.0	61187888.0	95355769.0	24764854.0	16968028.0	146196637.0	84613546.0	145510171.0	82086616.0	45474285.0	97039663.0	81743521.0	59745176.0	125028666.0	74834593.0	64726671.0	175230119.0	83202475.0	62895357.0	123079822.0	91959630.0	49653367.0	71866527.0	51920545.0	54247675.0	47009630.0	69437644.0	19636643.0	30317381.0	123380872.0	93114072.0	80290502.0	45605843.0	60836316.0	91592205.0	80512227.0	90831387.0	58159267.0	69069782.0	27878093.0	58982070.0	74025963.0	66395569.0	86079131.0
C16:1 SM	207820862.0	213466625.0	164112908.0	141422427.0	201466246.0	102015317.0	43422538.0	145661996.0	199141012.0	289480773.0	212497644.0	107096098.0	124716873.0	285139892.0	135475771.0	340147302.0	202244914.0	133604340.0	381431707.0	218068765.0	136176896.0	159975513.0	384588859.0	90376886.0	190430553.0	208873462.0	107959827.0	91316984.0	195338016.0	63631629.0	42235709.0	184630008.0	291954740.0	195622196.0	76547321.0	177107852.0	235447634.0	144090777.0	230405867.0	115793893.0	249399684.0	167521972.0	264677363.0	160891906.0	149834468.0	167897451.0
C16:0 SM	744042321.0	878782636.0	876035183.0	461062983.0	638914488.0	169797658.0	120857816.0	936280513.0	505737602.0	773494800.0	635371265.0	266330815.0	308194386.0	458916078.0	547509344.0	888024314.0	712882445.0	491379588.0	964443132.0	835024723.0	536685526.0	682837619.0	648759438.0	419514144.0	670616056.0	323895640.0	525339041.0	420933049.0	750934965.0	93055606.0	493825408.0	781868638.0	689738718.0	367372800.0	445993988.0	524522617.0	459425637.0	604271771.0	456822026.0	503153760.0	293802828.0	177526925.0	458796816.0	626064900.0	804946516.0	740626030.0
C18:2 SM	11653750.0	8889326.0	2455719.0	10727791.0	9262963.0		5274450.0	11440202.0	8512811.0	9423082.0		5049956.0	10853829.0	11105950.0	8326970.0	10669549.0	9554481.0	7090997.0		10147173.0	9499499.0	12642078.0	11393830.0	7054716.0	3548552.0	10038889.0	5387799.0	9227921.0	4584773.0			7337966.0	11249883.0		10680049.0	10512680.0	28185248.0	20825470.0	18095386.0	4575712.0	4776954.0	2360397.0				
C18:1 SM	30458020.0	17068636.0	26954314.0	24165450.0	28459897.0	7950421.0	12163431.0	42234356.0	37495952.0	31863809.0	27859213.0	26369302.0	27115388.0	60741758.0	16147359.0	20422263.0	33619842.0	24196460.0	31163029.0	43570850.0	9746311.0	20383855.0	18885262.0	15860431.0	44912763.0	11845646.0	22508543.0	15738802.0	33204242.0	20466707.0	11134670.0	46275060.0	23968303.0	14265748.0	7873956.0	85674226.0	92502642.0	31468812.0	54260320.0	33709862.0	23400856.0	9109719.0	18890272.0	26659335.0	17495130.0	39651254.0
C18:0 SM	31978691.0	22361799.0	30214833.0	14898702.0	17874554.0		8273404.0	69187636.0	21873583.0	31069732.0	21985248.0	21433696.0	56117429.0	24284185.0	14962579.0	18970138.0	20590630.0	24159017.0		98601601.0	19750387.0	33634724.0	51865455.0	48581631.0	14491034.0	6036203.0	18428785.0	17759164.0	25545615.0	7445563.0	11469340.0	48765535.0	29078459.0	11174066.0	4929735.0	123529124.0	39417696.0	24493392.0	47390611.0	20405048.0	28998564.0	1896033.0	9023083.0	26950582.0	62088780.0	48119033.0
C22:1 SM	107654244.0	271880500.0	252918332.0	215215319.0	178354857.0	217826892.0		185272220.0	223573485.0	314848944.0	252302136.0	199221210.0		188395521.0	168491364.0	209892733.0	233375072.0	186704690.0	312414161.0	200541344.0		253288511.0	302655716.0	169059138.0	149031684.0	208521566.0	181708848.0	165439194.0	179136241.0	160221743.0	167052135.0	161254368.0	177621087.0	331359160.0	143574050.0	154103244.0	226458839.0	167687173.0	125897275.0	192270248.0		146829575.0	316461836.0	150810715.0	126190905.0	417693296.0
C22:0 SM	701027578.0	490642756.0	564880859.0	353482663.0	412961743.0	299664662.0	281642555.0	337304762.0	762742364.0	950432780.0	314704059.0	386725969.0	409061405.0	592024433.0	369168472.0	625147607.0	662524674.0	363580241.0	862688282.0	369715357.0	434339751.0	506934008.0	883108675.0	354285220.0	332652376.0	575959897.0	425044659.0	576973234.0	339190422.0	298879209.0	139071691.0	491841059.0	442110523.0	1045082856.0	322863221.0	414197810.0	340511250.0	332922041.0	471995741.0	375743114.0	496559851.0	746330161.0	752366904.0	396148478.0	246589809.0	592873633.0
C24:1 SM	293531353.0	434722760.0	198904926.0	218982983.0	301461582.0	18211765.0	95515404.0	824872959.0	219998648.0	500108750.0	182532687.0	205373056.0	181199592.0	182556458.0	169828868.0	194303778.0	326044440.0	313140992.0	421903455.0	226683261.0	201680808.0	386941482.0	315455004.0	201593190.0	160157602.0	76978183.0	539071317.0	318466713.0	164766752.0	99737939.0	148724666.0	425888249.0	228130981.0	323274076.0	137014379.0	207239121.0	216070459.0	300247070.0	176263926.0	223906502.0	192963116.0	65248146.0	136327374.0	309382955.0	494921924.0	335021922.0
C24:0 SM	58711173.0	38816642.0	148508631.0	55960938.0	114498380.0	13874697.0	26527617.0	208202366.0		94647892.0	124297847.0	81350183.0		13576477.0	52475197.0	154793628.0	85710778.0	78624123.0		53896964.0	84558466.0	269238506.0		63734780.0	135416779.0	6720631.0	193967968.0	39466380.0	47362548.0			141758448.0	105476058.0		39953591.0	64127824.0	14096402.0	84415511.0		67691605.0	46537389.0	7685271.0	29727662.0	98735949.0	66236475.0	54140664.0
C34:2 DAG	9081055.0	7718015.0	16034968.0	2919314.0	67505223.0	23559271.0	16472545.0	20089767.0	29189410.0	3757558.0	15293565.0	3668595.0	5033161.0	2744296.0	61784559.0	5765776.0	55012853.0	2363822.0	32255413.0	29739864.0	725320.0	67608591.0	17973146.0	42696820.0	4782051.0	7577991.0	40420251.0	3063829.0	38463539.0	52983018.0	37863433.0	77137347.0	59976201.0	17859270.0	6636014.0	162543840.0	7904940.0	972213.0	26173929.0	2140798.0	82317531.0	152263911.0	6980506.0	72237576.0	11225756.0	32001572.0
C34:1 DAG	39598078.0	31905173.0	41953736.0	8708131.0	20559275.0	10328897.0	17653298.0	4155601.0	49112163.0	19895902.0	12087614.0	8779592.0	4729996.0	51331302.0	7074836.0	32705948.0	45328159.0	13557971.0	51669400.0	25031918.0	5748828.0	4552658.0	48659452.0	24998706.0	12103835.0	65026023.0	52235456.0	11577564.0	2786365.0	6724601.0	8422090.0	53481329.0	24338846.0	16290002.0	6996366.0	51494288.0	15561742.0	15387730.0	43283194.0	9350474.0	71201266.0	54358783.0	97054131.0	25548085.0	24509516.0	17208562.0
C36:2 DAG	10022723.0	13642945.0	12551267.0	2750181.0	16001783.0	886728.0	3942163.0		20042304.0	16463613.0	5629988.0	5581656.0	4936521.0	10460998.0	3604492.0	12474347.0	23993816.0	5664436.0	16036680.0	5304252.0		3620908.0	23361554.0	5435864.0		23772550.0	27463833.0	6783480.0	2865072.0	6817621.0	1852927.0	41787953.0	12397892.0	18487258.0	6251746.0	13505896.0	3551581.0	4964079.0	14110809.0	9717995.0	45631546.0	79792563.0	29449053.0	12179470.0	7629734.0	10241318.0
C36:1 DAG	31180879.0	22080459.0	39875793.0	8554283.0	27619674.0	4548690.0	20267713.0	4776246.0	21345829.0	20107790.0	8751001.0	14819342.0	6791364.0	18600439.0	15003399.0	33031783.0	28199240.0	14183653.0	29204208.0	22555577.0	6051961.0	6678183.0	28912831.0	10371535.0	18015301.0	36769130.0	23238125.0	7135952.0	5332726.0		8492616.0	21727127.0	25796366.0	7299596.0	13121013.0	30420559.0	11459020.0	13479119.0	14063293.0	9189048.0	37213038.0	21840766.0	32053050.0	14337206.0	16856450.0	22045756.0
C14:0 CE	4336729.0	9891748.0	2710800.0	2428631.0	3653148.0	5474848.0		3975805.0	4021382.0	11420584.0	4824922.0	4682457.0		3461095.0	2390287.0	4935799.0	4189377.0	3275755.0	27390279.0	2383641.0		3489270.0	13550128.0	1762568.0	1401875.0	6967297.0	6767157.0	3533086.0	3469049.0			8359664.0	2406382.0	10939655.0	977979.0	5855755.0	4919364.0	2552053.0	8306797.0	3507368.0		6493329.0	4380747.0	2680738.0	2637947.0	1553498.0
C16:1 CE	35858542.0	33403408.0	29524229.0	27718025.0	52325605.0	18814751.0	20598292.0	26734816.0	21238690.0	56841760.0	42480773.0	32723440.0	66379700.0	22763142.0	23616321.0	24153211.0	30684342.0	18914670.0	96963907.0	28626938.0	19812301.0	29168526.0	50716056.0	12718049.0	22344711.0	36232333.0	34537492.0	23294280.0	30993674.0	17153615.0	5301728.0	139403512.0	24015854.0	44896081.0	4713018.0	18755813.0	33749514.0	21443601.0	41269800.0	23855128.0	23892772.0	26945466.0	21519031.0	35077690.0	17866985.0	15005196.0
C16:0 CE	25858463.0	19135083.0	20403845.0	13719058.0	16781880.0	11542587.0	11563945.0	26923066.0	11320490.0	13773357.0	29064918.0	19360568.0	23835016.0	15059122.0	16314035.0	15752680.0	17710349.0	13791711.0	40693254.0	17063849.0	25392813.0	22149588.0	30766720.0	7371037.0	25301327.0	22118636.0	20706550.0	9010635.0	23173190.0	13509569.0	3675852.0	40188718.0	15270893.0	15220583.0	2398778.0	23570661.0	18167138.0	14591029.0	20330951.0	16440967.0	19650026.0	14964825.0	16875553.0	18663524.0	16471690.0	9759791.0
C18:3 CE	13124409.0	8201603.0	9273510.0	7931592.0	9815443.0	3618034.0	6284460.0	7452981.0	2924911.0	9474441.0	14692747.0	11479635.0	28186863.0	14536227.0	8734351.0	4578142.0	9124089.0	5039234.0	12048368.0	7578567.0	5755535.0	5057859.0	13669024.0	1949867.0	8857352.0	7760425.0	9007254.0	5376079.0	9677292.0	7008284.0	428443.0	30865231.0	6109177.0	13063098.0		4101235.0	12085880.0	9114327.0	3169186.0	6838324.0	9718324.0	5918044.0	5213220.0	8919756.0	6669102.0	4022599.0
C18:2 CE	55984905.0	28734348.0	53275662.0	49043047.0	100974040.0	30061741.0	42188355.0	56034883.0	22390072.0	63961498.0	82594259.0	75500755.0	198502390.0	55121215.0	58494843.0	22366926.0	78100056.0	27385967.0	73408179.0	53478879.0	42970593.0	60124172.0	74192526.0	23967460.0	45807083.0	70670341.0	65558144.0	51713445.0	75711206.0	31875176.0	6113818.0	395962797.0	46600311.0	68374234.0	6420236.0	25491817.0	75961180.0	38163529.0	32083922.0	51945104.0	39481620.0	47350229.0	27101330.0	73816749.0	37428924.0	25662663.0
C18:1 CE	137377733.0	121451672.0	94583070.0	80961974.0	137996517.0	84509794.0	64670513.0	83390855.0	139166842.0	269301589.0	144806214.0	117795570.0	235736639.0	97200756.0	87647812.0	86783942.0	109089656.0	71346260.0	251596479.0	112163627.0	154455225.0	97747474.0	201346167.0	66283093.0	80841626.0	108299484.0	141546064.0	58235758.0	113653882.0	75948039.0	15897291.0	342616998.0	70037776.0	302283058.0	11710219.0	82555411.0	140532737.0	72020799.0	125160081.0	92679064.0	111018561.0	94298888.0	81780701.0	104034897.0	79687204.0	90288213.0
C18:0 CE	11586233.0	10966607.0	8686132.0	5149236.0	13938284.0	3474811.0	6330809.0	9856969.0	7440297.0	12040563.0	17650894.0	22578095.0	15451407.0	6642121.0	10757284.0	11369285.0	10240108.0	6802094.0	22270364.0	8746133.0	27719725.0	14609247.0	26788232.0	2255128.0	8823408.0	9414549.0	9408786.0	2095827.0	9522703.0	3844924.0	1254132.0	53426853.0	10040588.0	9098245.0	464244.0	9582944.0	7873006.0	6393623.0	6634639.0	2635124.0	7806822.0	6130341.0	6096955.0	11941820.0	8924719.0	5121365.0
C20:5 CE	27082707.0	15997662.0	15204868.0	18406797.0	31711579.0	8043848.0	11028128.0	21246924.0	5617017.0	20340525.0	27462410.0	26210534.0	73166978.0	25466827.0	17479016.0	8974061.0	20793867.0	18331752.0	29665303.0	14337132.0	13237189.0	24953807.0	18028755.0	6477888.0	19286144.0	16116015.0	18283499.0	13111427.0	29848993.0	14691524.0		145104407.0	12667779.0	15388553.0	1417963.0	12018409.0	30479952.0	15168375.0	9243503.0	13418137.0	14638970.0	12292643.0	11982679.0	22362825.0	11893221.0	6951901.0
C20:4 CE	125385688.0	43673923.0	81222316.0	79721118.0	154626705.0	35974249.0	54048719.0	78791210.0	28662017.0	54857517.0	103849239.0	100709994.0	246358920.0	99668072.0	80987295.0	38087473.0	96844832.0	50557432.0	101305338.0	67322178.0	44083171.0	94560590.0	87459506.0	30472344.0	74218152.0	79514747.0	87245039.0	52084270.0	117851937.0	47937228.0	6048607.0	428533211.0	64832112.0	72960488.0	8650161.0	52508425.0	121877809.0	59806307.0	34688592.0	54884285.0	61269176.0	59805401.0	40590688.0	122334658.0	68709241.0	33585732.0
C20:3 CE	11689023.0	11352730.0	11686016.0	15005560.0	21637336.0	7934123.0	7438285.0	14327211.0	6696527.0	27564692.0	27371634.0	30215870.0	50065514.0	12442944.0	14388156.0	6877204.0	21241963.0	7788536.0	21353238.0	14047581.0	21515750.0	19746986.0	34056134.0	5939164.0	8213667.0	16960730.0	19078217.0	8370017.0	29578443.0	9573175.0	1985499.0	94297632.0	9654743.0	35242100.0	3555668.0	8332470.0	27357873.0	9929467.0	6933050.0	14513408.0	12393576.0	9015977.0	4978896.0	15775174.0	12478792.0	20511048.0
C22:6 CE	58292026.0	61295753.0	29790460.0	39595307.0	87617484.0	30711190.0	34745915.0	39183173.0	23140642.0	46765486.0	69915274.0	110208534.0	100212278.0	47364480.0	47983168.0	25310809.0	64456638.0	86134668.0	121480669.0	64744157.0	233883057.0	94148008.0	54071266.0	20865337.0	41486859.0	57826290.0	50977116.0	32904992.0	78702509.0	47037777.0	2851559.0	228902277.0	36398753.0	42349661.0	8072365.0	36513281.0	77169996.0	25975939.0	35946753.0	27430231.0	34571613.0	35053165.0	26647565.0	50488486.0	36085497.0	68860090.0
C42:0 TAG														4214553.0										3094604.0									2186831.0			8892467.0		4967941.0	5581311.0				5699539.0			2931716.0
C44:1 TAG	2822288.0		4274195.0				5166283.0		3944915.0	17012115.0	7673762.0		7530015.0	5724986.0		12778097.0		2770465.0	7298338.0		7603453.0	2133129.0		4359141.0	4266628.0	1784723.0	6458746.0	2601855.0			3150407.0	2674764.0	2676859.0		6282028.0	14930038.0	4580544.0	10984618.0	26345922.0	1212327.0	9655967.0		27192038.0	2932847.0		4222378.0
C44:0 TAG	11684653.0		7489925.0		1912129.0		4590973.0			6531506.0	7577787.0			8309075.0	956427.0	8498493.0		1661195.0	3777325.0		9921546.0	1729178.0		6549880.0		1840018.0	4062241.0				4244323.0	1334200.0	2321968.0		3521466.0	38877965.0		8537438.0	7542926.0		8116629.0		13482536.0	1891159.0		5487120.0
C46:2 TAG	14965284.0	18807498.0	7288329.0				2570599.0		13937158.0	62482833.0	17142679.0	8618893.0	16153954.0	14643115.0		36346933.0		8148955.0	20637201.0		3645409.0	4221850.0		9381039.0	5453337.0		12467135.0	7820168.0			8460431.0	6831551.0			10890531.0	25606450.0	16783353.0	18837629.0	72773726.0		17508931.0	8204721.0	54458515.0	6477963.0		10449788.0
C46:1 TAG	24510770.0	26567081.0	25500906.0	3910849.0	6617229.0		15544043.0	8076975.0	17947795.0	54115045.0	16183052.0	3309174.0	9349906.0	25885963.0	4152348.0	44068430.0	5721875.0	13355908.0	31393157.0		10361485.0	7848389.0	12013441.0	27119837.0	17110590.0	4573718.0	18458051.0	6431118.0	3622036.0		6147330.0	10514976.0	10810158.0		13993002.0	49772114.0	17881629.0	32781000.0	74630560.0	5107636.0	25673913.0	6346142.0	64877352.0	11156943.0	12508354.0	17745273.0
C46:0 TAG	29564974.0	27339064.0	27135319.0		5803975.0		8284339.0		7822576.0	21282334.0	18451802.0		5858436.0	29809917.0	8925868.0	27480934.0	11146476.0	13408967.0	11637771.0			7654401.0	23675871.0	32222577.0	10759363.0	8339488.0	11718101.0		5798417.0		8691421.0	17207865.0	18980167.0		7596815.0	76532854.0		15524500.0	23619319.0	6224749.0	6121581.0	7730980.0	39037304.0	10147484.0	19919366.0	18302352.0
C48:4 TAG	11806468.0		11037658.0	15555296.0	56076240.0					100492643.0		9543924.0		6612824.0	36188737.0	17688460.0	57191695.0	34837108.0	26521598.0	4585564.0		57560152.0		3354954.0	6250705.0	12049163.0		10910574.0	43198149.0			147675536.0	35023884.0			7109752.0		20573683.0	24981932.0	202852697.0		14899093.0	1354252.0	44255163.0	29002249.0	
C48:3 TAG	7775154.0	8333958.0	4843523.0	128620.0	759308.0		2216596.0		5599126.0	55828210.0		1092725.0	15364299.0	2407265.0	2870810.0	27171684.0	1603767.0	4688225.0	6959490.0		6215831.0	4614815.0		1604134.0	1012156.0	833615.0	6855420.0	1125522.0	2169359.0	3467967.0	3891969.0	8020970.0	2006328.0		7158327.0	10533739.0	10927398.0	15159786.0	28102636.0	179703.0	15089849.0	6731440.0	17959091.0	3962812.0		9612170.0
C48:2 TAG	39230607.0	52192144.0	41988761.0	5712880.0	6268910.0	4423116.0	9626638.0	11462306.0	60249150.0	144233507.0	20798994.0	5537479.0	24516945.0	22267453.0	5291458.0	84724960.0	8281597.0	23001271.0	73723701.0	4331326.0	16128942.0	9183905.0	15082140.0	36301779.0	23599133.0	6670105.0	27702416.0	16340235.0	4211139.0	7185117.0	16545252.0	21281342.0	13722517.0	11077396.0	24654079.0	46771691.0	63560694.0	48149023.0	178856895.0	7290644.0	46533763.0	30164647.0	122873837.0	16089139.0	13381747.0	40599098.0
C48:1 TAG	67395727.0	68987055.0	68310054.0	5145139.0	11095042.0	4962242.0	25527245.0	13754317.0	48264573.0	82216344.0	41908041.0	5853912.0	12796337.0	54028351.0	9475556.0	85519673.0	14767714.0	35278026.0	64950346.0	9210173.0	23573486.0	18919930.0	32161517.0	68431842.0	36803754.0	12552651.0	40808644.0	11931044.0	3789937.0		18136273.0	23942477.0	35269270.0	21903523.0	18253289.0	110590686.0	35470662.0	46350227.0	154162345.0	7891649.0	22911638.0	14032585.0	115290541.0	23658290.0	43601937.0	53493629.0
C48:0 TAG	41596869.0	56587089.0	50883288.0	6705379.0	8732419.0	9435348.0	23859334.0	6265131.0	11453292.0	20197837.0	39124581.0	3161312.0	6276029.0	24389372.0	5822025.0	46372001.0	11007357.0	11237141.0	16493929.0	9284368.0	24178506.0	6679244.0	26630354.0	61236329.0	36915590.0	8205830.0	15041875.0	1998096.0	1132787.0		9222458.0	8811680.0	21743092.0	10213319.0	6736868.0	123241624.0	21805724.0	18075004.0	44698297.0	3930470.0	2653732.0	6196007.0	35056431.0	14529816.0	18551832.0	23277037.0
C50:5 TAG																															42807486.0															
C50:4 TAG			4420457.0				13001874.0			26429104.0	22105761.0		27812928.0						10416245.0			13240451.0								8593191.0	14159106.0				6896077.0		23999019.0	8724165.0	15801950.0	4432221.0						17974050.0
C50:3 TAG	29649226.0	39592511.0	23481498.0	4815816.0	8055954.0		4814194.0	8758063.0	48128510.0	138552259.0	28496475.0	4140274.0	33087334.0	10760578.0	5778898.0	59189427.0	8419223.0	29720040.0	44519839.0		15153454.0	17578342.0	23263650.0	19865220.0	12148778.0	7391261.0	20264842.0	19705491.0	3834996.0	17945663.0	21479827.0	23873820.0	9628719.0	9589197.0	19118858.0	27665227.0	48536821.0	36317637.0	154558432.0	10691696.0	37056779.0	30383786.0	64458229.0	12327851.0	8460521.0	52701849.0
C50:2 TAG	121138877.0	137205031.0	88694757.0	9663067.0	20700788.0		23217160.0	24683378.0	135832997.0	333780470.0	74768624.0	17189767.0	42735069.0	77002340.0	13400503.0	149969554.0	30673032.0	94062394.0	141253810.0	15372588.0	52358703.0	41173727.0	45195168.0	77292820.0	65837224.0	20851799.0	66803386.0	37667496.0	7874401.0	15645950.0	42742418.0	50030180.0	46697195.0	56027799.0	33009263.0	120853688.0	137164408.0	80377925.0	289499817.0	15899935.0	95245119.0	65110214.0	194245239.0	52363419.0	53323190.0	139381094.0
